2056	1
2069	1
2114	1
2154	1
2202	1
2204	1
2206	1
2217	1
2230	1
2253	1
2275	1
2334	1
2376	1
2031	2
2073	2
2110	2
2111	2
2161	2
2185	2
2211	2
2234	2
2256	2
2274	2
2396	2
2032	3
2141	3
2163	3
2207	3
2210	3
2214	3
2270	3
2277	3
2287	3
2335	3
2348	3
2349	3
